placekey,location_name,top_category,sub_category,naics_code,latitude,longitude,street_address,city,region,postal_code,raw_visit_counts,raw_visitor_counts,distance_from_home,median_dwell,device_type,year,month
zzw-222@8ts-zfp-hqz,Nephew's Corner Store,Grocery Stores,Convenience Stores,445120,33.407661,-111.9483,610 W Broadway Rd Ste 116,Tempe,AZ,85282,64,41,15490,46.5,"{""android"":24,""ios"":16}",2021,9
222-222@8ts-zxw-qzz,Shoppers Supply,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,33.263565,-111.8618,2880 S Alma School Rd,Chandler,AZ,85286,350,221,10671,21,"{""android"":138,""ios"":81}",2021,9
zzw-224@8th-mn9-p35,Circle K,Grocery Stores,Convenience Stores,445120,34.254639,-111.26305,3792 E AZ Highway 260,Star Valley,AZ,85541,1293,1063,113043,9,"{""android"":577,""ios"":481}",2021,9
zzw-222@8ts-zbj-3wk,Dollar Tree,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,33.391506,-111.79026,1260 S Gilbert Rd Route 416,Mesa,AZ,85204,402,312,4072,20,"{""android"":171,""ios"":138}",2021,9
22b-222@5zb-xbp-xdv,Family Dollar Stores,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,33.554138,-112.13599,3542 W Northern Ave,Phoenix,AZ,85051,161,128,2921,10,"{""android"":91,""ios"":33}",2021,9
zzw-225@8ts-zgj-h5z,H Mart,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.413532,-111.8725,1919 W Main St,Mesa,AZ,85201,9,9,18811,13,"{""android"":7,""ios"":0}",2021,9
zzw-224@8sc-r8p-pqf,Nature's Deli,Grocery Stores,Convenience Stores,445120,32.723663,-114.61826,224 S Main St,Yuma,AZ,85364,3,3,,19,"{""android"":4,""ios"":0}",2021,9
zzw-224@5zb-vdf-b6k,Dollar Tree,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,33.438873,-112.55893,860 S Watson Rd Ste 101,Buckeye,AZ,85326,406,343,6332,11,"{""android"":212,""ios"":127}",2021,9
zzy-222@8sc-xqg-zmk,Yuma Mesa Fruit Growers Assn,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,32.688309,-114.60329,Pacific Avenue & Rai,Yuma,AZ,85364,3,3,,192,"{""android"":4,""ios"":0}",2021,9
223-222@5zb-ww7-tgk,The Liquidators Discount Center,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,33.597237,-112.11845,2812 W Cactus Rd,Phoenix,AZ,85029,395,129,8537,24,"{""android"":92,""ios"":37}",2021,9
222-224@5zb-xbg-2p9,Safeway,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.488468,-112.08166,520 W Osborn Rd,Phoenix,AZ,85013,1237,667,4389,18,"{""android"":393,""ios"":273}",2021,9
223-224@8tt-q4n-bff,Safeway,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,31.969147,-110.3066,599 W 4th St,Benson,AZ,85602,560,310,12497,17,"{""android"":215,""ios"":98}",2021,9
zzw-227@8ts-3h9-dgk,7-Eleven,Grocery Stores,Convenience Stores,445120,32.220512,-110.84149,7084 E Broadway Blvd,Tucson,AZ,85710,197,129,4606,6,"{""android"":92,""ios"":34}",2021,9
224-222@8ts-d23-2x5,Carniceria Agave,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.388817,-112.13531,3525 W Southern Ave Ste 144,Phoenix,AZ,85041,159,134,4286,10,"{""android"":83,""ios"":50}",2021,9
229-222@5zb-xd8-ygk,R J Liquors,"Beer, Wine, and Liquor Stores","Beer, Wine, and Liquor Stores",445310,33.493847,-112.1861,5897 W Indian School Rd,Phoenix,AZ,85031,112,70,3593,9,"{""android"":47,""ios"":22}",2021,9
222-222@8ts-zd7-h5z,Circle K,Grocery Stores,Convenience Stores,445120,33.328232,-111.85818,1405 N Alma School Rd,Chandler,AZ,85224,138,113,3137,9,"{""android"":69,""ios"":42}",2021,9
224-222@8ts-79t-w6k,Quik Mart,Grocery Stores,Convenience Stores,445120,32.141354,-110.90162,4280 E Benson Hwy,Tucson,AZ,85706,87,59,1890,9,"{""android"":42,""ios"":16}",2021,9
zzw-226@5zb-sgz-h89,Paragon Properties,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,33.827881,-111.92355,7208 E Cave Creek Rd,Carefree,AZ,85377,124,29,11626,68,"{""android"":10,""ios"":16}",2021,9
222-223@5zb-xm9-d35,Whole Foods Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.653683,-111.92733,7111 E Mayo Blvd,Phoenix,AZ,85054,639,466,10244,21,"{""android"":160,""ios"":306}",2021,9
228-222@5zb-xc9-cbk,A One Liquour,"Beer, Wine, and Liquor Stores","Beer, Wine, and Liquor Stores",445310,33.494534,-112.06264,901 E Indian School Rd,Phoenix,AZ,85014,110,64,11514,13,"{""android"":35,""ios"":27}",2021,9
223-222@8ts-34g-cnq,Dollar Tree,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,32.4025,-110.95544,10805 N Oracle Rd Ste 105,Oro Valley,AZ,85737,531,405,6828,13,"{""android"":219,""ios"":186}",2021,9
zzw-222@8tr-z9c-wrk,Circle K,Grocery Stores,Convenience Stores,445120,32.336899,-111.0871,5725 W Ina Rd,Tucson,AZ,85743,1307,696,11956,7,"{""android"":402,""ios"":294}",2021,9
zzw-222@8sc-xdt-m49,Dollar General,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,32.595989,-114.70685,387 E Main St,Somerton,AZ,85350,352,157,1434,17,"{""android"":87,""ios"":68}",2021,9
zzw-222@8ts-d68-975,7-Eleven,Grocery Stores,Convenience Stores,445120,33.494373,-112.27344,9910 W Indian School Rd,Phoenix,AZ,85037,354,272,8990,7,"{""android"":130,""ios"":140}",2021,9
223-222@8ts-zyd-mc5,Circle K,Grocery Stores,Convenience Stores,445120,33.320454,-111.92762,1015 N Rural Rd,Chandler,AZ,85226,236,187,5095,7,"{""android"":80,""ios"":107}",2021,9
222-222@5zb-xgp-z4v,ampm,Grocery Stores,Convenience Stores,445120,33.580837,-112.22076,7501 W Peoria Ave,Peoria,AZ,85345,39,17,9300,51,"{""android"":11,""ios"":10}",2021,9
222-222@8ts-zr6-9s5,ampm,Grocery Stores,Convenience Stores,445120,33.408432,-111.78793,363 S Gilbert Rd,Mesa,AZ,85204,101,81,3129,6,"{""android"":42,""ios"":37}",2021,9
zzy-222@5zb-w2m-2kz,Family Dollar Stores,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,33.942356,-113.16606,50518 N. Eagle View Drive,Aguila,AZ,85320,50,27,14464,9,"{""android"":13,""ios"":11}",2021,9
222-223@8ts-zn8-mp9,Fry's Food & Drug Stores,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.380352,-111.68531,1915 S Power Rd,Mesa,AZ,85206,1982,1092,3395,15,"{""android"":616,""ios"":479}",2021,9
zzw-223@8tt-tsh-e7q,Viva Pura,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,31.539812,-110.75334,320 Smelter Ave,Patagonia,AZ,85624,41,29,55346,31,"{""android"":20,""ios"":9}",2021,9
222-222@5zb-xc2-dqf,Hobe Meats,Specialty Food Stores,Meat Markets,445210,33.524731,-112.04801,6044 N 16th St,Phoenix,AZ,85016,33,32,8345,38,"{""android"":14,""ios"":18}",2021,9
222-222@5zb-xcj-s5z,Fry's Food & Drug Stores,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.572788,-112.06106,850 E Hatcher Rd,Phoenix,AZ,85020,1138,599,3099,20,"{""android"":395,""ios"":202}",2021,9
zzw-223@8tg-hvm-st9,Hallum Stores,Grocery Stores,Convenience Stores,445120,35.210392,-111.61374,2205 N 4th St,Flagstaff,AZ,86004,79,52,4095,6,"{""android"":22,""ios"":27}",2021,9
zzy-222@8ts-4nn-bkz,Dollar General,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,32.572746,-111.3284,22395 E Sasco Rd,Red Rock,AZ,85145,443,164,1452,8,"{""android"":107,""ios"":60}",2021,9
222-223@5zb-wx4-835,WinCo Foods,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.641537,-112.07935,330 W Bell Rd,Phoenix,AZ,85023,2637,1699,6207,24,"{""android"":1014,""ios"":684}",2021,9
222-223@5zb-847-m6k,Dollar General,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,33.425652,-112.86829,37930 W Salome Hwy,Tonopah,AZ,85354,325,150,8688,9,"{""android"":87,""ios"":66}",2021,9
222-222@8tt-pbw-gzf,My Homemaker's Haven,Specialty Food Stores,Confectionery and Nut Stores,445292,31.497141,-110.18916,7626 E Alhambra Dr,Sierra Vista Southeast,AZ,85650,2,2,,22,"{""android"":0,""ios"":0}",2021,9
zzw-222@8tt-7xs-qvf,Fresh Direct,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,31.456621,-110.98032,37 Kipper St,Rio Rico,AZ,85648,9,3,,98,"{""android"":4,""ios"":0}",2021,9
22m-222@8ts-zgq-6p9,Cactus Food Mart,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.480713,-111.90719,8040 E Thomas Rd,Scottsdale,AZ,85251,47,34,10165,8,"{""android"":13,""ios"":17}",2021,9
222-223@5zb-xhs-fmk,Andrews Gas and Food Mart II,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.593739,-112.32562,12170 N El Mirage Rd,El Mirage,AZ,85335,253,196,1468,7,"{""android"":144,""ios"":51}",2021,9
222-222@8ts-3ps-z4v,Circle K,Grocery Stores,Convenience Stores,445120,32.21582,-110.90923,401 S Alvernon Way,Tucson,AZ,85711,254,133,7781,7,"{""android"":85,""ios"":47}",2021,9
222-222@8tt-shp-j5f,Guzman's Meat Processing,Specialty Food Stores,Meat Markets,445210,31.978651,-109.8466,1081 E Birch Rd,Cochise,AZ,85606,17,2,,538,"{""android"":0,""ios"":0}",2021,9
224-222@8ts-zht-wp9,Family Dollar Stores,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,33.39209,-112.04636,1635 E Southern Ave,Phoenix,AZ,85040,207,144,2784,9,"{""android"":92,""ios"":53}",2021,9
223-223@5zb-xgv-47q,4 Sons Food Stores,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.638596,-112.25219,9070 W Bell Rd,Peoria,AZ,85382,83,78,9705,6,"{""android"":41,""ios"":43}",2021,9
zzy-222@5yz-fth-8jv,Canyon Village Marketplace & Deli,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,36.053379,-112.12118,Market Plz Rd,Grand Canyon Village,AZ,86023,642,534,1747359,21,"{""android"":250,""ios"":287}",2021,9
222-224@8ts-z9z-tvz,Fry's Food & Drug Stores,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.337261,-111.7572,714 S Val Vista Dr,Gilbert,AZ,85296,2562,1232,2663,20,"{""android"":665,""ios"":567}",2021,9
zzw-22k@5zb-t2f-sh5,Spice Traveler,Specialty Food Stores,All Other Specialty Food Stores,445299,34.542038,-112.46945,120 W Gurley St,Prescott,AZ,86301,8,8,99627,15.5,"{""android"":5,""ios"":4}",2021,9
222-223@8ts-cmh-jn5,The SODA Stop,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,32.794991,-111.75774,9376 S Chuichu Rd,Casa Grande,AZ,85193,1,1,,4,"{""android"":0,""ios"":0}",2021,9
222-222@8ts-d77-d9z,Circle K,Grocery Stores,Convenience Stores,445120,33.43721,-112.35876,1016 S Litchfield Rd,Goodyear,AZ,85338,307,199,10410,7,"{""android"":124,""ios"":73}",2021,9
222-222@8tr-zs7-jvz,Samrose Market,Grocery Stores,Convenience Stores,445120,32.147408,-111.10638,5710 S Camino Verde,Valencia West,AZ,85757,478,238,3737,7,"{""android"":135,""ios"":100}",2021,9
zzy-222@8ts-d5s-k2k,Churros Don Lencho,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.422966,-112.20703,68 W Lower Buckeye Rd,Phoenix,AZ,85043,180,150,7138,13,"{""android"":71,""ios"":77}",2021,9
222-222@8ts-zgk-975,Circle K,Grocery Stores,Convenience Stores,445120,33.406975,-111.87401,417 S Dobson Rd,Mesa,AZ,85202,155,116,4436,10,"{""android"":84,""ios"":32}",2021,9
229-222@8ts-3mf-kvf,Dollar Tree,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,32.221127,-110.94012,2160 E Broadway Blvd,Tucson,AZ,85719,46,31,8782,28,"{""android"":19,""ios"":13}",2021,9
243-222@8ts-zgv-ysq,EZMeals Phx,Specialty Food Stores,Fruit and Vegetable Markets,445230,33.499111,-111.91614,7647 E Montecito Ave,Scottsdale,AZ,85251,187,102,12888,44,"{""android"":56,""ios"":50}",2021,9
zzw-222@8tt-vy9-nh5,Walmart Supercenter,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,31.337873,-109.56583,199 W 5th St,Douglas,AZ,85607,361,218,11604,25,"{""android"":160,""ios"":57}",2021,9
223-222@8th-73c-y35,Circle K,Grocery Stores,Convenience Stores,445120,34.124126,-109.92713,2483 E White Mountain Blvd,Pinetop-Lakeside,AZ,85935,229,166,119421,7,"{""android"":83,""ios"":82}",2021,9
222-222@8ts-d6j-bkz,Circle K,Grocery Stores,Convenience Stores,445120,33.479767,-112.22125,2840 N 75th Ave,Phoenix,AZ,85035,613,484,5816,7,"{""android"":210,""ios"":276}",2021,9
zzw-224@8ts-3j7-hnq,Fast Market,Grocery Stores,Convenience Stores,445120,32.205872,-110.78936,9520 E 22nd St,Tucson,AZ,85748,157,123,5074,5,"{""android"":72,""ios"":49}",2021,9
226-222@8tt-7yv-skf,Two Flags,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,31.379396,-110.95895,2577 N Corinthian Garden Dr,Nogales,AZ,85621,44,19,4271,16.5,"{""android"":7,""ios"":6}",2021,9
223-222@8ts-zfp-mx5,True World Foods,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.404167,-111.95164,835 W 22nd St,Tempe,AZ,85282,245,60,14590,103,"{""android"":29,""ios"":26}",2021,9
222-222@5zb-x59-54v,It'sugar,Specialty Food Stores,Confectionery and Nut Stores,445292,33.675793,-111.97179,21001 N Tatum Blvd Ste 36 1170,Phoenix,AZ,85050,273,235,9669,25,"{""android"":50,""ios"":184}",2021,9
223-222@8ts-zcs-k9f,ampm,Grocery Stores,Convenience Stores,445120,33.280209,-111.8061,1735 S Cooper Rd,Chandler,AZ,85286,53,49,14447,6,"{""android"":22,""ios"":27}",2021,9
222-224@5z9-tcr-ygk,Caseys Corner Farm Market and Provisions,Specialty Food Stores,Fruit and Vegetable Markets,445230,34.718338,-111.90405,1160 S Page Springs Rd,Cornville,AZ,86325,109,51,14451,39,"{""android"":32,""ios"":22}",2021,9
zzw-222@8ts-zjt-mzf,Walmart Supercenter,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,33.413582,-111.57528,2555 W Apache Trl,Apache Junction,AZ,85120,4969,2006,4664,22,"{""android"":1391,""ios"":612}",2021,9
228-223@5zb-xc7-m8v,Dollar Tree,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,33.481358,-112.0374,2044 E Thomas Rd,Phoenix,AZ,85016,208,181,5604,16.5,"{""android"":93,""ios"":87}",2021,9
222-224@5zb-xmq-swk,Sprouts,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.534092,-111.96441,5402 E Lincoln Dr,Paradise Valley,AZ,85253,538,251,1375775,42,"{""android"":74,""ios"":179}",2021,9
224-222@8ts-78x-2tv,El Herradero Carniceria,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,32.134457,-111.02616,2770 W Valencia Rd,Tucson,AZ,85746,571,408,7149,9,"{""android"":185,""ios"":221}",2021,9
zzw-222@5zb-xb5-snq,ampm,Grocery Stores,Convenience Stores,445120,33.495476,-112.10786,2230 W Indian School Rd,Phoenix,AZ,85015,94,66,4823,8,"{""android"":46,""ios"":19}",2021,9
222-222@5zb-w6r-hnq,Bashas' Supermarkets,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.971371,-112.73093,275 N Tegner St,Wickenburg,AZ,85390,10,7,15958,34,"{""android"":4,""ios"":4}",2021,9
22d-222@5zb-wvc-hyv,Artisans Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.669308,-112.02437,2725 E Beardsley Rd,Phoenix,AZ,85050,129,65,3950,24,"{""android"":38,""ios"":27}",2021,9
zzw-223@8ts-3nx-wp9,Beef Master Meat Market,Specialty Food Stores,Meat Markets,445210,32.199322,-110.97697,527 W 29th St,South Tucson,AZ,85713,209,102,6968,12,"{""android"":67,""ios"":32}",2021,9
zzw-222@5zb-x5m-5cq,Safeway,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.757694,-111.99158,29834 N Cave Creek Rd,Cave Creek,AZ,85331,659,371,3503,13,"{""android"":158,""ios"":212}",2021,9
zzw-223@5zb-w5t-sdv,Safeway,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.961002,-112.77087,1999 W Wickenburg Way,Wickenburg,AZ,85390,937,391,10925,16,"{""android"":227,""ios"":163}",2021,9
222-224@5zb-xgt-s3q,Walmart Supercenter,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,33.650478,-112.23415,18551 N 83rd Ave,Glendale,AZ,85308,5816,3393,6789,21,"{""android"":1925,""ios"":1464}",2021,9
zzy-224@5z9-kxw-35z,Family Dollar Stores,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,35.22234,-112.48058,155 W. Park Ave.,Ash Fork,AZ,86320,249,103,48791,11,"{""android"":72,""ios"":33}",2021,9
zzw-222@8ts-zgk-9mk,Circle K,Grocery Stores,Convenience Stores,445120,33.406986,-111.87532,2005 W Broadway Rd,Mesa,AZ,85202,73,64,5946,10,"{""android"":41,""ios"":18}",2021,9
222-222@8ts-36p-vxq,Circle K,Grocery Stores,Convenience Stores,445120,32.395905,-110.99522,10410 N La Canada Dr,Oro Valley,AZ,85737,414,260,7075,6,"{""android"":123,""ios"":138}",2021,9
226-224@8ts-zbg-vj9,99 Cents Only Stores,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,33.394981,-111.84176,1120 S Country Club Dr,Mesa,AZ,85210,485,386,3898,19,"{""android"":221,""ios"":165}",2021,9
222-222@8ts-d5t-snq,PFS Distribution,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.443344,-112.21963,455 S 75th Ave,Phoenix,AZ,85043,157,71,83349,37,"{""android"":37,""ios"":34}",2021,9
222-223@8ts-zxh-3bk,Safeway,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.303234,-111.99657,4005 E Chandler Blvd,Phoenix,AZ,85048,781,445,2889,16,"{""android"":219,""ios"":226}",2021,9
223-222@5zb-xdw-45f,Circle K,Grocery Stores,Convenience Stores,445120,33.479794,-112.06534,2850 N 7th St,Phoenix,AZ,85006,156,139,13075,8,"{""android"":86,""ios"":54}",2021,9
222-222@8ts-d6h-r49,Dollar Tree,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,33.469028,-112.22318,2020 N 75th Ave Ste 25,Phoenix,AZ,85035,435,363,4275,21,"{""android"":230,""ios"":130}",2021,9
225-222@5zb-xdq-td9,Circle K,Grocery Stores,Convenience Stores,445120,33.44873,-112.04721,1602 E Washington St,Phoenix,AZ,85034,258,194,19137,9,"{""android"":113,""ios"":83}",2021,9
zzw-222@8ts-cwr-y9z,Adams Natural Meats,Specialty Food Stores,Meat Markets,445210,33.362476,-112.49599,20715 W Beloat Rd,Buckeye,AZ,85326,17,16,20829,14,"{""android"":12,""ios"":4}",2021,9
223-223@8ts-c7z-xwk,The Box Meat Shop,Specialty Food Stores,Meat Markets,445210,33.06271,-112.04977,44870 W Hathaway Ave,Maricopa,AZ,85139,123,101,3673,12,"{""android"":45,""ios"":54}",2021,9
zzw-223@8tt-pg8-qcq,Circle K,Grocery Stores,Convenience Stores,445120,31.627739,-110.33517,330 N Huachuca Blvd,Huachuca City,AZ,85616,191,157,11834,8,"{""android"":96,""ios"":61}",2021,9
zzw-222@8tt-7xd-8gk,Ledlow and Cole,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,31.40774,-110.95493,7 Bravo Ln,Nogales,AZ,85621,64,15,82690,177.5,"{""android"":18,""ios"":0}",2021,9
223-222@8ts-zhp-4y9,Amigos Meat Distributors East,Specialty Food Stores,Meat Markets,445210,33.408096,-111.98724,4239 S 43rd Pl,Phoenix,AZ,85040,206,67,21700,79.5,"{""android"":47,""ios"":18}",2021,9
224-222@8tt-7xq-xyv,Ledlow and Associates,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,31.449812,-110.96892,13 Calle Cristina,Rio Rico,AZ,85648,118,13,6164,187.5,"{""android"":8,""ios"":6}",2021,9
222-223@8tt-254-49z,Fry's Food & Drug Stores,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.218449,-111.56526,155 W Combs Rd,San Tan Valley,AZ,85140,5479,2702,4609,21,"{""android"":1517,""ios"":1185}",2021,9
226-222@5z9-phq-d9z,Beaver Street Liquor,"Beer, Wine, and Liquor Stores","Beer, Wine, and Liquor Stores",445310,35.205975,-111.64611,824 N Beaver St,Flagstaff,AZ,86001,62,52,5423,8.5,"{""android"":16,""ios"":36}",2021,9
22b-222@8ts-d6f-gx5,Mercado Y Carniceria El Rodeo,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.449974,-112.25784,9201 W Van Buren St,Tolleson,AZ,85353,550,364,5432,10,"{""android"":212,""ios"":152}",2021,9
zzw-222@8ts-d53-p7q,World Class Distribution,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.449223,-112.28484,10401 W Van Buren St,Tolleson,AZ,85353,228,75,24832,21,"{""android"":45,""ios"":31}",2021,9
222-223@8ts-3p5-6kz,R & D Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,32.155682,-110.95564,5301 S Park Ave,Tucson,AZ,85706,240,186,3250,8,"{""android"":100,""ios"":87}",2021,9
